Unit_Name,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,Tower,Total_Facilities,Currency,Annual_Price
Mediterania Garden Residence 2 2BR Tower kenanga,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,44,Tower kenanga,24,IDR,60000000
Belmont Residence Studio Tower Athena,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,21,Tower Athena,16,IDR,39500000
Puri Mansion Studio Full Furnished,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,26,Tower Amethys,6,IDR,35000000
Puri Park View Apartment 2BR Fully Furnished,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower A,20,IDR,38000000
Green Pramuka City Apartment 3BR View City,3,2,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,68,Tower Faggio,22,IDR,80000000
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,76,Tower Belavista,22,IDR,90000000
Mont Blanc Apartment Studio Fully Furnished,0,1,Bekasi Timur,Bekasi,107.0205,-6.2597,1,26,Tower 1,12,IDR,25000000
Mediterania Garden Residence 2 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower G,23,IDR,65000000
Bassura City Apartment 2BR Tower F,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,35,Tower F,17,IDR,56000000
Bintaro Icon Apartment Studio Fully Furnished,0,1,Bintaro,Tangerang,106.7082,-6.2708,1,23,Tower Chrysant,16,IDR,40000000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower Cader heights,22,IDR,50000000
Mediterania Garden Residence 2 2BR View Garden/Kolam Renang,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower Heliconia,23,IDR,57000000
Mediterania Palace Kemayoran 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,36,Tower A,20,IDR,47000000
Mutiara Bekasi Apartment 2BR Tower A,2,1,Pekayon,Bekasi,106.9906,-6.2519,1,36,Tower A,15,IDR,60000000
Taman Anggrek Residence Studio View city,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,26,Tower Fragrant,10,IDR,47000000
Pakubuwono Terrace Studio Tower North,0,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,22,Tower North,20,IDR,39000000
Green Bay Pluit Apartment 2BR Fully Furnished,2,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,35,Tower C,22,IDR,48000000
Springwood Residence Studio Tower A,0,1,Cikokol,Tangerang,106.6379,-6.2246,0,26,Tower A,14,IDR,25000000
Season City Apartment 2BR View CIty,2,1,Grogol,Jakarta Barat,106.796056,-6.153652,0,48,Tower B,18,IDR,30000000
Essence Darmawangsa 3BR,3,2,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,180,Tower South,13,IDR,360000000
Mediterania Palace Kemayoran 2BR View City,2,1,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,33,Tower A,20,IDR,43200000
Maqna Residence 2BR View City,2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,76,Tower -,19,IDR,90000000
M-Town Residence Serpong 1BR Fully Furnished,1,1,Serpong,Tangerang,106.632866,-6.242534,1,22,Tower Dakota,17,IDR,60000000
Poins Square Apartment 3BR Fully Furnished,3,2,Lebak Bulus,Jakarta Selatan,106.77816,-6.289954,1,106,Tower B,23,IDR,108000000
Bassura City Apartment 2BR View City,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower Alamanda,19,IDR,59800000
Pakubuwono Terrace 2BR  Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,42,Tower South Tower,21,IDR,72000000
Menteng Regency 1BR Fully Furnished,1,1,Menteng,Jakarta Pusat,106.835616,-6.188741,1,74,Tower 1,23,IDR,198000000
Somerset Permata Berlian Residence 2+1BR Fully Furnished,2,2,Permata Hijau,Jakarta Selatan,106.781526,-6.223378,1,137,Tower South,22,IDR,319100000
Menteng Park Studio Tower Diamond,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,0,28,Tower Diamond,20,IDR,75000000
Niffaro Park Apartment 3BR Tower 01,3,2,Pasar Minggu,Jakarta Selatan,106.844157,-6.263361,1,77,Tower 01,21,IDR,144000000
Belmont Residence Studio View city,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,22,Tower Montblanc,15,IDR,36000000
Puri Mansion  Studio Tower Amethyst,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,0,26,Tower Amethyst,13,IDR,33000000
Signature Park Apartment 2BR Fully Furnished,2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,38,Tower TA,23,IDR,90000000
Kuningan City (Denpasar Residence) 3BR Tower Ubud,3,2,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,125,Tower Ubud,23,IDR,363700000
Taman Anggrek Residence 2BR Semi Furnished,2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,50,Tower Calypso,11,IDR,72000000
Setiabudi Residence 3BR Tower,3,2,Setiabudi,Jakarta Selatan,106.82933,-6.21654,1,143,Tower -,21,IDR,421200000
Beverly Tower Apartment 2BR Fully Furnished,2,2,Cilandak,Jakarta Selatan,106.786534,-6.291102,1,90,Tower 1,22,IDR,155000000
Gading Nias Apartment 2BR View City,2,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,0,35,Tower Crysant,16,IDR,18000000
Mediterania Garden Residence 2 3BR Fully Furnished,3,2,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,60,Tower K,24,IDR,85000000
Central Park Apartment 2BR View City,2,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,88,Tower Adaline,24,IDR,200000000
Ancol Mansion Apartment 2BR Fully Furnished,2,1,Ancol,Jakarta Utara,106.845853,-6.122102,1,66,Tower PO,23,IDR,109000000
Green Park View Apartment 2BR Fully Furnished,2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,33,Tower F,20,IDR,33000000
Botanica Apartment 2BR Fully Furnished,2,2,Kebayoran Lama,Jakarta Selatan,106.789467,-6.232826,1,195,Tower 1,21,IDR,550850000
Green Park View Apartment 2BR Fully Furnished,2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,34,Tower G,20,IDR,38000000
Westmark Apartment Studio Semi Furnished,0,1,Tanjung Duren,Jakarta Barat,106.793682,-6.180334,0,29,Tower Westmark,18,IDR,40000000
Taman Anggrek Condominium Apartment 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 05,24,IDR,120000000
Essence Darmawangsa Apartment 3BR Fully Furnished,3,2,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,185,Tower South Tower,21,IDR,400000000
Kebagusan City Apartment 2BR View City,2,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,50,Tower A,23,IDR,55300000
Kalibata City Green Palace 2BR Fully Furnished,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,36,Tower Viola,19,IDR,50000000
Signature Park Apartment 2BR Fully Furnished,2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,38,Tower B,22,IDR,88000000
Kalibata City Apartment 2BR Fully Furnished,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,30,Tower Ebony,20,IDR,36000000
Gading Icon Apartment 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,1,36,Tower a,19,IDR,25000000
Pancoran Riverside Apartment 1BR Tower 2,1,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,36,Tower 2,21,IDR,50400000
Mediterania Garden Residence 2 2BR Tower G,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower G,24,IDR,58000000
Callia Apartment 1BR View City,1,1,Kelapa Gading,Jakarta Timur,106.89321,-6.175884,1,43,Tower Callia,18,IDR,64800000
Kebagusan City Apartment 1BR Semi Furnished,1,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,0,21,Tower anggrek,20,IDR,20000000
City Lofts Apartment 1BR Tower City Lofts,1,1,Sudirman,Jakarta Pusat,106.818351,-6.208956,0,76,Tower Paris,19,IDR,222000000
Bellagio Residence 3BR Fully Furnished,3,3,Kuningan,Jakarta Selatan,106.824194,-6.227334,1,200,Tower B,24,IDR,325000000
Capitol Suites Apartment Studio Tower Capitol Suites,0,1,Menteng,Jakarta Pusat,106.838974,-6.180433,1,36,Tower Capitol Suites,23,IDR,110400000
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,73,Tower aurora,22,IDR,65000000
Green Pramuka City Apartment 2BR View City,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Penelope,22,IDR,60000000
Green Pramuka City Apartment Studio Semi Furnished,0,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,21,Tower Faggio,19,IDR,32400000
Setiabudi Sky Garden 3BR Fully Furnished,3,2,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,135,Tower Skygarden,24,IDR,364000000
Kalibata City Green Palace 2BR Fully Furnished,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,35,Tower Mawar,20,IDR,54000000
"Kuningan City (Denpasar Residence) 2BR View South, Pool",2,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,65,Tower Kintamani,23,IDR,204000000
Permata Gandaria Apartment 2BR Fully Furnished,2,2,Gandaria,Jakarta Selatan,106.788286,-6.245041,1,127,Tower 1,23,IDR,234000000
Taman Anggrek Residence Studio Tower Daffodil,0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,26,Tower Daffodil,10,IDR,35000000
Kalibata City Apartment 2BR Fully Furnished,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,36,Tower viola,20,IDR,50000000
Puri Orchard Apartment 1BR View City,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35,Tower OG A,13,IDR,30000000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower Cedar Height,17,IDR,56200000
The Mansion Kemayoran Bougenville 1 BR Tower Bougenville,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,43,Tower Bougenville,15,IDR,50000000
Puri Mansion  1BR Tower Crystal,1,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,0,37,Tower Crystal,8,IDR,39000000
Metro Park Residence Studio Fully Furnished,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,30,Tower Milan,20,IDR,40000000
Kebagusan City Apartment Studio Tower Chrysant,0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,28,Tower Chrysant,22,IDR,37800000
Mediterania Garden Residence 2 2BR View City,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower F,23,IDR,57000000
The Breeze Bintaro Apartment Studio Semi Furnished,0,1,Bintaro,Jakarta Selatan,106.7422,-6.2737,0,24,Tower Breeze,14,IDR,50000000
Metro Park Residence Studio Tower Manhattan,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,32,Tower Milan,16,IDR,24300000
The Park Residence 2BR Tower 1,2,1,Kelapa Gading,Jakarta Utara,106.895473,-6.152074,1,64,Tower 1,18,IDR,74950000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Pino,22,IDR,42000000
Metro Park Residence 2BR View Pool&City,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,53,Tower Manhattan,21,IDR,85000000
Puri Orchard Apartment 1BR Tower CH,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower CH,19,IDR,50000000
Bassura City Apartment Studio Fully Furnished,0,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,20,Tower H,19,IDR,39000000
Pavilion Apartment 2BR View City,2,2,Sudirman,Jakarta Pusat,106.818167,-6.20742,1,69,Tower -,21,IDR,253800000
Thamrin Residence Apartment 2BR Tower Grand Lobby,2,2,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,124,Tower Grand Lobby,23,IDR,168000000
Maqna Residence 2BR Tower 1,2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,76,Tower 1,19,IDR,100000000
The Nest Apartment 2BR Semi Furnished,2,1,Karang Tengah,Tangerang,106.723973,-6.195343,0,44,Tower E,17,IDR,37000000
Essence Darmawangsa Apartment 1BR View City,1,1,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,72,Tower Eminence,13,IDR,156000000
Taman Anggrek Residences 3BR Fully Furnished,3,2,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65,Tower Callypso,8,IDR,90000000
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,73,Tower Capilano,22,IDR,81000000
Casablanca Mansion 3BR Fully Furnished,3,2,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,66,Tower -,24,IDR,156000000
Lavenue Apartment 2BR Fully Furnished,2,2,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,106,Tower South,22,IDR,216000000
Cosmo Terrace - Thamrin City 1BR Tower Cosmo Terrace,1,1,Thamrin,Jakarta Pusat,106.815474,-6.194509,1,38,Tower Cosmo Terrace,20,IDR,84000000
Kalibata City Green Palace 2BR Tower Sakura,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,35,Tower Sakura,22,IDR,49000000
Lavenue Apartment 1BR View city,1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,59,Tower South,22,IDR,132000000
Thamrin Executive Residence 1BR View City,1,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,42,Tower Executive,22,IDR,90000000
Sunter Park View Apartment 2BR View City,2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35,Tower BB,20,IDR,33000000
Taman Anggrek Residence 2BR View City,2,3,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,99,Tower A,9,IDR,75000000
Kalibata City Green Palace 3BR Tower Palem,3,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,0,50,Tower Palem,18,IDR,55000000
Puri Park View Apartment 2BR Tower B,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,38,Tower B,21,IDR,42000000
Signature Park Apartment Studio Fully Furnished,0,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,23,Tower TB,22,IDR,60000000
Taman Melati Margonda Apartment Studio Fully Furnished,0,1,Margonda,Depok,106.832472,-6.360354,1,27,Tower Tower C,13,IDR,36000000
Sky Terrace Apartment 2BR View city,2,1,Daan Mogot,Jakarta Barat,106.712876,-6.151427,1,35,Tower Sanur,20,IDR,70400000
Gading Green Hill Apartment 2BR View City (Utara),2,1,Kelapa Gading,Jakarta Utara,106.915901,-6.14809,0,43,Tower B,18,IDR,30000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Magnolia,21,IDR,48100000
Bassura City Apartment 2BR Fully Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34,Tower C,12,IDR,54000000
Menteng Park 2BR Fully Furnished,2,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,63,Tower Emerald,22,IDR,220350000
Puri Mansion  2+1BR View City,2,2,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,63,Tower Crystal,12,IDR,85000000
Taman Sari Semanggi Apartment Studio Tower B,0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,37,Tower B,23,IDR,78750000
Metro Park Residence Studio Fully Furnished,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,28,Tower mannhatan,20,IDR,38000000
Neo Soho Residence 1BR Non Furnished,1,2,Tanjung Duren,Jakarta Barat,106.790105,-6.174872,0,124,Tower -,15,IDR,145000000
The Wave Apartment 2BR Fully Furnished,2,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,60,Tower Sand,21,IDR,100000000
Kalibata City Apartment 2BR  Furnished,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,32,Tower Cendana,20,IDR,39000000
The Springlake Summarecon 2BR Semi Furnished,2,1,Summarecon Bekasi,Bekasi,106.999,-6.2224,0,42,Tower Bazela,14,IDR,45000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Chrysant,22,IDR,54000000
Neo Soho Residence 1BR View City,1,2,Tanjung Duren,Jakarta Barat,106.790105,-6.174872,0,96,Tower 1,16,IDR,126000000
Puri Park View Apartment Studio View City,0,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,22,Tower BB,21,IDR,35000000
Metro Park Residence Studio Fully Furnished,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,32,Tower Manhattan,20,IDR,44000000
Senayan Residence 3BR Fully Furnished,3,2,Senayan,Jakarta Selatan,106.794123,-6.222613,1,150,Tower -,21,IDR,364150000
Mediterania Garden Residence 1 2BR Tower D,2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40,Tower D,22,IDR,60000000
Belmont Residence Studio Tower Athena,0,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,0,21,Tower Athena,11,IDR,30000000
Puri Park View Apartment 2BR Tower E,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower E,22,IDR,38000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower BG,20,IDR,49000000
Batavia Apartment 3BR Tower 2,3,2,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,118,Tower 2,23,IDR,252000000
Puri Mansion  3BR Fully Furnished,3,2,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,65,Tower C,14,IDR,110000000
Taman Sari Semanggi Apartment Studio Fully Furnished,0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,33,Tower A,23,IDR,78000000
Sudirman Park Apartment 2BR Tower A,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,50,Tower A,23,IDR,90800000
Metro Park Residence 2BR Tower Manhattan,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,55,Tower Manhattan,16,IDR,42000000
Sudirman Park Apartment 2BR View City,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,50,Tower B,23,IDR,85000000
Istana Sahid Apartment 2BR Fully Furnished,2,2,Sudirman,Jakarta Pusat,106.818456,-6.210034,1,130,Tower Mawar,24,IDR,314500000
Taman Sari Sudirman Studio View City (Utara),0,1,Sudirman,Jakarta Selatan,106.821415,-6.216503,1,28,Tower B,20,IDR,66000000
Mediterania Garden Residence 1 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40,Tower A,21,IDR,45000000
Puri Orchard Apartment Studio Fully Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26,Tower OG,21,IDR,60000000
Kuningan Place Apartment 1BR  Furnished,1,1,Kuningan,Jakarta Selatan,106.835352,-6.212898,1,40,Tower Ultima,23,IDR,85000000
Gading Nias Apartment 2BR View city,2,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,1,36,Tower chrysant,20,IDR,25000000
Kemang Village Studio,0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,38,Tower Intercon,16,IDR,99000000
Taman Rasuna Apartment 2+1BR Fully Furnished,2,1,Kuningan,Jakarta Selatan,106.83676,-6.218768,1,74,Tower 7,23,IDR,127000000
Lexington Residences 2BR Tower La Terasse,2,2,Bintaro,Jakarta Selatan,106.767022,-6.273588,1,88,Tower La Terasse,21,IDR,140000000
Capitol Park 1BR Tower U,1,1,Salemba,Jakarta Pusat,106.850444,-6.1973,1,25,Tower U,20,IDR,55000000
Mediterania Garden Residence 1 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40,Tower A,21,IDR,39000000
Mutiara Executive Residences 2BR Fully Furnished,2,2,Cilandak,Jakarta Selatan,106.812974,-6.278625,1,180,Tower 1,21,IDR,218400000
Puri Mansion  Studio View City,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,26,Tower -,13,IDR,45000000
Aspen Residence Apartment 1BR Fully Furnished,1,1,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,47,Tower A,20,IDR,76800000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Bougenvile,23,IDR,45000000
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,73,Tower Aurora,20,IDR,75000000
Kalibata City Apartment 2BR View City,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,30,Tower Borneo,20,IDR,56000000
Galeri Ciumbuleuit 3 Apartment Studio Fully Furnished,0,1,Ciumbuleuit,Bandung,107.6031,-6.8815,1,32,Tower -,13,IDR,60000000
Taman Rasuna Apartment 2BR Fully Furnished,2,1,Kuningan,Jakarta Selatan,106.83676,-6.218768,1,74,Tower 12,24,IDR,96000000
Metro Park Residence 2BR View City (Barat),2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,55,Tower Manhattan,16,IDR,42000000
Puri Orchard Apartment Studio Fully Furnished,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26,Tower Orange Grove blok A,19,IDR,36800000
Taman Anggrek Condominium Apartment 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88,Tower 3,23,IDR,95000000
Thamrin Residence Apartment 1BR Tower A,1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,52,Tower A,24,IDR,110000000
Season City Apartment Studio View City,0,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,31,Tower A,18,IDR,37000000
Bassura City Apartment 2BR View Pool,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,33,Tower G,19,IDR,53000000
The Springlake Summarecon Studio View Pool,0,1,Summarecon Bekasi,Bekasi,106.999,-6.2224,1,22,Tower Davalia,16,IDR,28000000
Tamansari The Hive Studio View City,0,1,Cawang,Jakarta Timur,106.8751,-6.2453,1,27,Tower Wing B,10,IDR,72000000
Casa Grande Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,50,Tower Mirage,24,IDR,170100000
Green Bay Pluit Apartment 2BR Fully Furnished,2,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,37,Tower H,23,IDR,48000000
Taman Anggrek Residences 2BR Fully Furnished Tower Calypso,2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,44,Tower Calypso,7,IDR,65000000
Mediterania Garden Residence 2 2BR View City,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower K,24,IDR,56000000
Bassura City Apartment 2BR Tower geranium,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,35,Tower Geranium,19,IDR,57000000
Season City Apartment 2BR Fully Furnished,2,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,50,Tower C,20,IDR,47000000
Cervino Village 2BR Tower 1,2,1,Tebet,Jakarta Selatan,106.851218,-6.224483,1,53,Tower 1,20,IDR,82000000
The Mansion Kemayoran Bougenville 1BR Tower Fontana SOHO Tower,1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,64,Tower Fontana SOHO Tower,15,IDR,85000000
Bintaro Park View Studio Fully Furnished,0,1,Bintaro,Jakarta Selatan,106.759213,-6.258118,1,22,Tower A,20,IDR,42000000
Green Bay Pluit Apartment 2BR Tower G,2,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,43,Tower G,22,IDR,64800000
Casablanca Mansion 3BR Fully Furnished,3,2,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,74,Tower 1,24,IDR,126000000
Grand Emerald Apartment 2BR Fully Furnished,2,1,Kelapa Gading,Jakarta Utara,106.9163,-6.1546,1,36,Tower 1,18,IDR,35000000
Tifolia Apartment Studio  Furnished,0,1,Pulomas,Jakarta Timur,106.892794,-6.17518,0,21,Tower Tifolia,19,IDR,24000000
Kalibata City Green Palace Studio Tower MAWAR,0,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,23,Tower MAWAR,21,IDR,30000000
Royal Mediterania Garden Residence Studio Tower Lavender,0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,28,Tower Lavender,18,IDR,55000000
Menteng Park Studio Fully Furnished,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28,Tower Diamond,20,IDR,60000000
Pancoran Riverside Apartment 2BR Fully Furnished,2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,66,Tower A,21,IDR,86600000
Fraser Residence 2BR Fully Furnished,2,2,Sudirman,Jakarta Selatan,106.823609,-6.210362,1,121,Tower -,23,IDR,576000000
Kebagusan City Apartment 2BR Fully Furnished,2,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,65,Tower C,23,IDR,65500000
Brooklyn Alam Sutera Apartment 1BR Tower East,1,1,Alam Sutera,Tangerang,106.6575,-6.2384,1,45,Tower East,14,IDR,65000000
Puri Orchard Apartment 1BR Tower OG,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower OG,21,IDR,50050000
Puri Orchard Apartment Studio Tower Orange Grove,0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26,Tower Orange Grove,18,IDR,23000000
Mediterania Gajah Mada Apartment 1BR Fully Furnished,1,1,Gajah Mada,Jakarta Barat,106.815297,-6.149237,1,33,Tower A,16,IDR,35000000
Kemang Village Apartment 3+1BR View City (Fatmawati),3,3,Kemang,Jakarta Selatan,106.811453,-6.259374,1,174,Tower Empire,22,IDR,372000000
Saveria Apartment 2BR Semi Furnished,2,1,BSD City,Tangerang,106.6522,-6.307,0,49,Tower north,11,IDR,70000000
Mediterania Garden Residence 1 2BR Tower C,2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40,Tower C,20,IDR,40000000
Menteng Park Studio Murah luas 33 m2,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,33,Tower Sapphire,16,IDR,78000000
The Mansion Kemayoran Jasmine 2BR Fully Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,74,Tower Aurora,22,IDR,70000000
Ascoot Apartment 2BR View City (Selatan),2,2,Thamrin,Jakarta Pusat,106.818528,-6.194918,1,142,Tower 1,22,IDR,534600000
Kalibata City Green Palace 2BR Fully Furnished,2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,32,Tower -,23,IDR,55000000
Sudirman Park Apartment 3BR Tower A,3,2,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,78,Tower A,24,IDR,139000000
Menteng Park Studio Tower Diamond,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28,Tower Diamond,22,IDR,95000000
Taman Sari Semanggi Apartment 2BR Fully Furnished,2,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,70,Tower A,24,IDR,132000000
Green Park View Apartment Studio Semi Furnished,0,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,0,25,Tower F,19,IDR,21000000
